ID;FullName;global_id;ShortName;RegisterNumber;LegalAddress;country;city;street;house;ChiefPosition;ChiefName;WebSite;Email;INN;OGRN
57;ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ «СПОРТИВНАЯ ШКОЛА № 26» ДЕПАРТАМЕНТА ФИЗИЧЕСКОЙ КУЛЬТУРЫ И СПОРТА ГОРОДА МОСКВЫ;63809277;ГБУ «Спортивная школа № 26» Москомспорта;219121;1-й Самотёчный переулок, дом 17А;Россия;Москва;1-й Самотёчный переулок;дом 17А;директор;Иванычев Максим Сергеевич;www.sportschool26.com;s26@mossport.ru;7702059311;1,03774E+12
58;ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ «СПОРТИВНАЯ ШКОЛА № 29 «ХАМОВНИКИ» ДЕПАРТАМЕНТА ФИЗИЧЕСКОЙ КУЛЬТУРЫ И СПОРТА ГОРОДА МОСКВЫ;63809278;ГБУ «Спортивная школа № 29 «Хамовники» Москомспорта;202;3-я Фрунзенская улица, дом 5, корпус 1;Россия;Москва;3-я Фрунзенская улица;дом 5, корпус 1;директор;Быстрова Татьяна Николаевна;дюсш29-хамовники.рф;s29@mossport.ru;7704012358;1,03774E+12
59;ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ «СПОРТИВНАЯ ШКОЛА № 4» ДЕПАРТАМЕНТА ФИЗИЧЕСКОЙ КУЛЬТУРЫ И СПОРТА ГОРОДА МОСКВЫ;63809279;ГБУ «Спортивная школа № 4» Москомспорта;207025;1-я Вольская улица, дом 15, корпус 1;Россия;Москва;1-я Вольская улица;дом 15, корпус 1;директор;Юшкин Николай Анатольевич;www.S4mossport.ru;uchchast4@yandex.ru;7723146597;1,02774E+12
60;ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ «СПОРТИВНАЯ ШКОЛА № 55 «СКИФ» ДЕПАРТАМЕНТА ФИЗИЧЕСКОЙ КУЛЬТУРЫ И СПОРТА ГОРОДА МОСКВЫ;63809280;ГБУ «Спортивная школа № 55 «СКИФ» Москомспорта;219123;Сахалинская улица, дом 5;Россия;Москва;Сахалинская улица;дом 5;директор;Новиков Сергей Анатольевич;combatschool.ru;cs55@inbox.ru;7719028047;1,0277E+12
61;ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ «СПОРТИВНАЯ ШКОЛА № 57 «КРЫЛЬЯ СОВЕТОВ» ДЕПАРТАМЕНТА ФИЗИЧЕСКОЙ КУЛЬТУРЫ И СПОРТА ГОРОДА МОСКВЫ;63809281;ГБУ «Спортивная школа № 57 «Крылья Советов» Москомспорта;207030;шоссе Энтузиастов, дом 54;Россия;Москва;шоссе Энтузиастов;дом 54;исполняющий обязанности директора;Назаров Иван Константинович;www.fc-57.ru;s57@mossport.ru;7720015130;1,02774E+12
62;ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ «СПОРТИВНАЯ ШКОЛА № 58» ДЕПАРТАМЕНТА ФИЗИЧЕСКОЙ КУЛЬТУРЫ И СПОРТА ГОРОДА МОСКВЫ;63809282;ГБУ «Спортивная школа № 58» Москомспорта;219124;Сиреневый бульвар, дом 2, корпус 1А;Россия;Москва;Сиреневый бульвар;дом 2, корпус 1А;директор;Астахов Денис Борисович;дюсш.рф;dush58@mail.ru;7719163600;1,02774E+12
63;ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ «СПОРТИВНАЯ ШКОЛА № 62» ДЕПАРТАМЕНТА ФИЗИЧЕСКОЙ КУЛЬТУРЫ И СПОРТА ГОРОДА МОСКВЫ;63809283;ГБУ «Спортивная школа № 62» Москомспорта;210165;Привольная улица, дом 42;Россия;Москва;Привольная улица;дом 42;директор;Шевцов Алексей Викторович;спорт62.рф;s62@mossport.ru;7721263746;1,03772E+12
64;ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ «СПОРТИВНАЯ ШКОЛА № 7» ДЕПАРТАМЕНТА ФИЗИЧЕСКОЙ КУЛЬТУРЫ И СПОРТА ГОРОДА МОСКВЫ;63809284;ГБУ «Спортивная школа № 7» Москомспорта;207027;Чоботовская улица, дом 4;Россия;Москва;Чоботовская улица;дом 4;генеральный директор;Куталадзе Иракли Теймуразович;www.s7mossport.ru;s7@mossport.ru;7731181436;1,03774E+12
65;ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ «СПОРТИВНАЯ ШКОЛА № 70 «МОЛНИЯ» ДЕПАРТАМЕНТА ФИЗИЧЕСКОЙ КУЛЬТУРЫ И СПОРТА ГОРОДА МОСКВЫ;63809285;ГБУ «Спортивная школа № 70 «Молния» Москомспорта;207396;Лобненская улица, дом 13А;Россия;Москва;Лобненская улица;дом 13А;директор;Кирдянов Николай Викторович;www.dush-70.ru;s70@mossport.ru;7713334880;1,03771E+12
66;ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ «СПОРТИВНАЯ ШКОЛА № 75 «САВЕЛОВСКАЯ» ДЕПАРТАМЕНТА ФИЗИЧЕСКОЙ КУЛЬТУРЫ И СПОРТА ГОРОДА МОСКВЫ;63809286;ГБУ «Спортивная школа № 75 «Савеловская» Москомспорта;211440;Вятская улица, дом 41;Россия;Москва;Вятская улица;дом 41;директор;Акуненко Александр Владимирович;dush-75.ru;s75@mossport.ru;7714502256;1,03774E+12
67;ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ «СПОРТИВНАЯ ШКОЛА № 76» ДЕПАРТАМЕНТА ФИЗИЧЕСКОЙ КУЛЬТУРЫ И СПОРТА ГОРОДА МОСКВЫ;63809287;ГБУ «Спортивная школа № 76» Москомспорта;205385;Бескудниковский бульвар, дом 12А;Россия;Москва;Бескудниковский бульвар;дом 12А;директор;Корнеев Александр Николаевич;www.dush76.ru;dush76@mail.ru;7713035104;1,03774E+12
68;ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ «СПОРТИВНАЯ ШКОЛА № 77» ДЕПАРТАМЕНТА ФИЗИЧЕСКОЙ КУЛЬТУРЫ И СПОРТА ГОРОДА МОСКВЫ;63809288;ГБУ «Спортивная школа № 77» Москомспорта;211416;Керамический проезд, дом 61, корпус 3;Россия;Москва;Керамический проезд;дом 61, корпус 3;директор;Иванов Виктор Павлович;www.s77mos.com;s77@mossport.ru;7713333358;1,02771E+12
69;ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ «СПОРТИВНАЯ ШКОЛА № 82» ДЕПАРТАМЕНТА ФИЗИЧЕСКОЙ КУЛЬТУРЫ И СПОРТА ГОРОДА МОСКВЫ;63809289;ГБУ «Спортивная школа № 82» Москомспорта;211414;Инженерная улица, дом 5, корпус 1;Россия;Москва;Инженерная улица;дом 5, корпус 1;руководитель юридического лица;Тюрников Сергей Иванович;www.dussh82.ru;dussh82mossport@mail.ru;7715394821;1,03772E+12
70;ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ «СПОРТИВНАЯ ШКОЛА № 84» ДЕПАРТАМЕНТА ФИЗИЧЕСКОЙ КУЛЬТУРЫ И СПОРТА ГОРОДА МОСКВЫ;63809290;ГБУ «Спортивная школа № 84» Москомспорта;219125;Ясный проезд, дом 24, корпус 4;Россия;Москва;Ясный проезд;дом 24, корпус 4;директор;Ларкина Людмила Юрьевна;www.volleyschool84.ru;sv84.07@mail.ru;7715026049;1,03774E+12
71;ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ «СПОРТИВНАЯ ШКОЛА № 86» ДЕПАРТАМЕНТА ФИЗИЧЕСКОЙ КУЛЬТУРЫ И СПОРТА ГОРОДА МОСКВЫ;63809291;ГБУ «Спортивная школа № 86» Москомспорта;205223;улица Яблочкова, дом 3;Россия;Москва;улица Яблочкова;дом 3;директор;Афонин Максим Александрович;s86.mossport.ru;s86@mossport.ru;7715068419;1,02774E+12
72;ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ «СПОРТИВНАЯ ШКОЛА № 93 «НА МОЖАЙКЕ» ДЕПАРТАМЕНТА ФИЗИЧЕСКОЙ КУЛЬТУРЫ И СПОРТА ГОРОДА МОСКВЫ;63809292;ГБУ «Спортивная школа № 93 «На Можайке» Москомспорта;207032;улица Гришина, дом 8, корпус 3;Россия;Москва;улица Гришина;дом 8, корпус 3;директор;Шерман Александр Яковлевич;m-93.com;s93@mossport.ru;7731091126;1,03774E+12
73;ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ «СПОРТИВНАЯ ШКОЛА ОЛИМПИЙСКОГО РЕЗЕРВА «ВОРОБЬЕВЫ ГОРЫ» ДЕПАРТАМЕНТА ФИЗИЧЕСКОЙ КУЛЬТУРЫ И СПОРТА ГОРОДА МОСКВЫ;63809293;ГБУ «Спортивная школа олимпийского резерва «Воробьевы горы» Москомспорта;219128;Новорогожская улица, дом 25, корпус 4;Россия;Москва;Новорогожская улица;дом 25, корпус 4;директор;Суфиянов Рашид Мансурович;vorobgori.mossport.ru;vgory@mossport.ru;7729272848;1,02774E+12
74;ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ «СПОРТИВНАЯ ШКОЛА ОЛИМПИЙСКОГО РЕЗЕРВА «МОСКВИЧ» ДЕПАРТАМЕНТА ФИЗИЧЕСКОЙ КУЛЬТУРЫ И СПОРТА ГОРОДА МОСКВЫ;63809294;ГБУ «Спортивная школа олимпийского резерва «Москвич» Москомспорта;219129;Волгоградский проспект, дом 46/15;Россия;Москва;Волгоградский проспект;дом 46/15;генеральный директор;Яровов Иван Сергеевич;www.sport-moskvich.ru;moskvich@sport-moskvich.ru;7723153844;1,03774E+12
75;ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ «СПОРТИВНАЯ ШКОЛА ОЛИМПИЙСКОГО РЕЗЕРВА «МОСКОВСКАЯ ШКОЛА ГОЛЬФА» ДЕПАРТАМЕНТА ФИЗИЧЕСКОЙ КУЛЬТУРЫ И СПОРТА ГОРОДА МОСКВЫ;63809295;ГБУ «Спортивная школа олимпийского резерва «Московская школа гольфа» Москомспорта;219130;Соколово-Мещерская улица, дом 27, корпус 1;Россия;Москва;Соколово-Мещерская улица;дом 27, корпус 1;директор;Каюров Юрий Григорьевич;www.msgolf.su;mosgolf@mail.ru;7719039715;1,0377E+12
